ovallcon,count
DIVERTICULOSIS EN COLON SIGMOIDE,1
PO DE FRACTURA PERTROCANTEREA CADERA IZQUIERDA,1
INVAGINACION INTESTINAL ASOCIADA A MASA DE ANGULO HEPATICO,1
POSTOPERATORIO AMPUTACIÓN INFRARROTULIANA DERECHA.,1
EPOC SOBREINFECTADO,1
HEMATOMA TEMPOROPARIETAL DCH,1
INFECCION RESPIRATORIA PROBABLEMENTE 2RIO MICROASPIRACIONES,1
INFARTO CRÓNICO EN TERRITORIO DE A. CEREBRAL MEDIA DERECHA,1
TCE. CONMOCIO CEREBRAL.,1
INFECCIÓN URINARIA POR CITROBACTER BRAAKI Y ENTEROCOCCUS FAECALIS.,1
FRACTURA DE TIBIA DERECHA,1
"HIPERCALCEMIA (11,6)",1
HEMIPARESIA IZQUIERDA DE MIEMBRO SUPERIOR E INFERIOR,1
ROTURA BÍCEPS FEMORAL- SEMITENDINOSO - SEMIMEMBRANOSO MUSLO DCHO,1
FRACTURA COSTAL MÚLTIPLE (10 DERECHAS Y 4 IZQUIERDAS),1
INFECCIÓN RESPIRATORIA AGUDA DE EVOL TÓRPIDA,1
DESCOMPENSACION HIPERGLUCEMICA EN PACIENTE DIABETICA CONOCIDA,1
ACV ISQUÉMICO AGUDO CARDIOEMBÓLICO  HEMISFÉRICO  DERECHO,1
LEUCEMIA  MIELOMONOCITICA CRONICA,1
"INFECCION RESPIRATORIA, DUDOSA CONDENSACIÓN BASAL IZDA.",1
NEUMONÍA EN PULMÓN DERECHO,1
FX COLUMNA ANTERIOR COTILO DERECHO,1
SEPSIS 2ª A INFECCIÓN RESPIRATORIA AGUDA POR MARSA,1
POLIPOSIS INTESTINAL,1
ULCERA SACRA SOBREINFECTADA-,1
LEVE DESGARRO TENDÓN SUPRAESPINOSO,1
ANEMIA MACROCÍTICA POR DÉFICIT DE ÁCIDO FÓLICO.,1
ACV ISQUEMICO HEMISFERIO CEREBRAL DCHO DE REPETICIÓN (11/08/2017),1
CARCINOMA DE PRÓSTATA MT OSEAS.,1
HEMORRAGIA RELACIONADA CON AAC PROBABLE,1
UPP ESTADIO IV. INFECCIÓN E.COLI,1
DEMENCIA AVANZADA -GD- 7D,1
AIT POSIBLE ATEROTROMBÓTICO,1
SÍNCOPE DE PROBABLE ETIOLOGÍA VASO-VAGAL.,1
"DERRAME PLEURAL IZQUIERDO, DE ORIGEN INFECCIOSO PROBABLE",1
HEMATOMA HEMISFERIO DERECHO,1
SÍNDROME SUBACROMIAL. LESIONES DEGENERATIVAS AÑADIDAS.,1
DISMOVILIDAD 4A. JONES 1(B:4). CAF: 1/5 (B:CCB). COLVEZ: 4,1
MOVILIZACIÓN POST-TRAUMÁTICA PRÓTESIS DE RODILLA DERECHA,1
NEURALGIA SEVERA POSTHERPÉTICA.,1
LUXACIÓN RECIDIVANTE DE PRÓTESIS DE CADERA,1
ERUPCIÓN CUTÁNEA.,1
UPP SACRA DE LARGA EVOLUCIÓN.,1
CARCINOMA PULMONAR ESTADÍO IV,1
DOLOR OSTEOARTICULAR PROBABLE,1
POSIBLE LUMBALGIA IZQUIERDA,1
BRONCOASPIRACIONES POR DISFAGIA OROFARÍNGEA.,1
RETENCION AGUDA  DE ORINA  A REPETICION,1
FRACTURA RAMAS ILIO E ISQUIOPUBIANA IZQS,1
MP PERMANENTE TRAS TORSADES DE POINTES,1
HOMBRO PSEUDOPARALITICO IZDO,1
EXENTERACION OBBOTARIA IZQUIERDA X CA BASOCELULAR,1
HEMIPLEJIA DCHA (PRED. BRAQUIAL) + AFASIA MIXTA + DISFAGIA,1
NEOPLASIA DE PULMON EN TTO PALIATIVO.,1
DRENAJE VENTRICULAR EXTERNO.,1
INFECCION URINARIA ?,1
"INFECCIÓN RESPIRATORIA DE VÍAS BAJAS, POSIBLE BRONCOASPIRACIÓN",1
UPP INFECCIÓN POR S. AGALACTIAE,1
DISFAGIA OROFARÍNGEA SEVERA A SÓLIDOS Y LÍQUIDOS SEVERA,1
FIBRILACION AURICULAR   CRONICA ANTICOAGULADA,1
ANTEC. DE NEO GASTRICO,1
RODILLA DCHA DOLOROSA POSTRAUMATICA,1
VERTIGO   PERIFERICO,1
PRURITO NO FILIADO,1
CRISIS  COMICIAL SECUNDARIA  A  ICTUS,1
EPOC AGUDIZADO POR INFECCIÓN RESPIRATORIA YA TRATADA,1
MANEJO PALITIVO,1
PATOLOGÍA DEGENERATIVA ÓSEA LUMBO-SACRA.,1
NEUMONIA BRONCOAPSPIRATIVA DE REPETICIÓN,1
FRACTURA DE CUELLO DE HUMERO DERECHO,1
HERIDA PERIANAL,1
ACIDOSIS METABOLICA A ESTUDIO,1
TROMBO EN OREJUELA IZQ,1
FRACTURA AGUDA TRAUMATICA D11,1
BRONQUITIS AGUDA SIN GERMEN AISLADO,1
ANEMIA SEVERA SECUNDARIO A PÉRDIDAS POR HERIDAS TRAUMÁTICAS EN MMII,1
UPP SACRO Y TALÓN,1
AMPUTACION TMT 5 DEDO,1
"COLEDOCOLITIASIS CON ALTERACIÓN ANALÍTICA, EXTRACCIÓN MEDIANTE CPRE",1
HEMATOMA PARENQUIMATOSO LOBULO TEMPORAL IZD,1
ESPONDILODISCARTROSIS SEVERA - ESCOLIOSIS LUMBAR DCHA.,1
ANEMIA NORMOCÍTICA DE PROBABLE ORIGEN MULTIFACTORIAL,1
TROMBOSIS PORTAL DE PROBABLE ETIOLOGÍA TUMORAL,1
DERMATITIS ESPALDA.,1
DISFUNCIÓN DE MIEMBROS INFERIORES,1
MASA SUPRARRENAL DERECHA,1
BROTE ARTRITIS POR CRISTALES,1
ESCARA DE DECÚBITO ISQUIATICA-SACRA.,1
ISQUEMIA AGUDA POR TROMBOSIS BY-PASS FEMOROPOPLITEO (INGRESO: 22/12),1
SECUNDARIAS,1
DIABETES MELLITUS. DESCOMPENSACIÓN HIPEROSMOLAR,1
ROTURAS LEVES DE AMBOS MENISCOS,1
POSTOPERATORIO  DE FRACTURA SUBCAPITAL DE CADERA IZQUIERDA,1
NEOPLASIA ESTENOSANTE DE SIGMA ESTADIO IV,1
PRE- SINCOPE EN ESTUDIO,1
INSUFICIENCIA RENAL AGUDA CAUSA OBSTRUCTIVA,1
DISMINUCION DE AGUDEZA VISUAL,1
ACV ISQUÉMICO ACM CON TRANSFORMACIÓN HEMORRÁGICA.,1
ANEURISMA AÓRTICO ABDOMINAL,1
ANCLAJE LIG. PERONEO ASTRAGALINO ANTERIOR + LIMPIEZA PINZAMIENTO TPAI,1
"OBSTRUCCIÓN INTESTINAL ORIGEN MULTIFACTORIAL(FCO, EA, ESTREÑIMIENT...)",1
ULCERAS POR PRESION TROCANTER,1
SINDROME CONFUSIONAL PERSISTENTE,1
RABDOMIOLISIS TRAS INMOVILIZACION PROLONGADA,1
FRACT. PERIPROTESICA CADERA DCHA - TTO QX. (04/04/2017),1
HIPOGLUCEMIA 2º A MEDICACIÓN ADO,1
"DETERIORO COGNITIVO , PROB DEMENCIA CON NEGATIVA PARA AL INGESTA",1
SÍNDROME FEBRIL POR ITU,1
"DM  TIPO 2, DESCOMPENSADA",1
FRACTURA DE 11ª COSTILLA IZQUIERDA,1
HERNIA HIATAL AXIAL MINOR,1
HIPERTIORIDISMO SUBCLÍNICO 2º MEDICACIÓN,1
HEPATOPATIA CRONICA CON HIPERTENSION PORTAL,1
INSUFICIENCIA CARDIO RENAL AGUDA,1
PREVIAS DESCR,1
UPP IIº EN SACRO LIMPIA,1
"EPISODIO DE FA, REVERTIDO FARMACOLÓGICAMENTE.",1
HIPERNATREMIA - HIPOCALEMIA,1
FRACTURA DE COLUMNA LUMBAR L2,1
AMPUTACIÓN TRANSTARSIANA,1
POP RESECCION INTESTINAL- HERNIA ENCARCELADA,1
HEMATOMA INFECTADO MII,1
VALVULOPATÍA TRICUSPIDEA,1
NODULO PULMONAR LSI,1
FRACTURA CIGOMATICO / ALA MAYOR ESFENOIDES IZQUIERDA,1
HEMORRAGIA DIGESTIVA ALTA - DUODENITIS EROSIVA CON ANEMIZACIÓN,1
HEMICOLECTOMIA DCHA. AMPLIADA,1
CUADRO SINCOPAL PROBABLE SECUNDARIO,1
DOLOR HEMITORAX IZQ 2º A FRACTURAS COSTALES,1
DUDOSA FRACTURA  DISTAL DE RADIO IZQUIERDO,1
ADENOC. PULMÓN ESTADÍO IV,1
FRACTURAS NO DESPLAZADAS RAMA ISQUIOPUBIANA IZQ Y AMBAS ILIOPUBIANAS.,1
ÚLCERA INFECTADA EN MII.,1
FIBRILACION AURICULAR  CRONICA ANTICOAGULADO,1
CONTUSION PELVICA. DOLOR CADERA IZQ POST TRAUMATICA,1
POST -  TRANSFUSION DE 2 CH,1
ESGUINCE MALEOLO EXTERNO M.I.DCHO,1
TROMBOFLEBITIS MID?,1
HEMORRAGIA SUBARACNOIDEA RESUELTA AL ALTA,1
FRACTURA L1 OSTEOPORÓTICA,1
DORSALGIA 2 RIO A APLASTAMIENTO D11,1
HEMIPLEJÍA IZQYUIERDA  RESIDUAL,1
DETERIORO COGNITIVO RÁPIDAMENTE PROGRESIVO. ENFERMEDAD DE ALZHEIMER.,1
FRACTURA TERCIO PROXIMAL HÚMERO DERECHO (TRATAMIENTO ORTOPÉDICO),1
PAROTIDITIS DCH,1
HEMIP**********IA IZDA PREDOMINIO BRAQUIAL DISTAL + ALT. PERCEPTIVAS,1
OSTEOPOROSIS -OSTEOARTROSIS GENERALIZADA,1
HEMATURIA POST- TRAUMATICA,1
FLEGMASIA CERULEA DOLENS MMII,1
INFECCIÓN RESPIRATORIA. PROBABLE SEPSIS,1
"DEMENCIA PERFIL MIXTO , CON TTNO COMPORTAMIENTO ( NEGATIVA PARA",1
DISMOVILIDAD 4B. JONES: 1. CAF: 0/5,1
ACV/AIT,1
FAC-FLUTTER EN TTO CON SINTROM,1
NECROSIS EPIDERMICA TÓXICA,1
INSUFICIENCIA RESPIRATORIA CRONICA - HIPERCAPNICA - FALLA VENTILATORIA,1
"INSUFICIENCIA RENAL CRÓNICA AGUDIZADA, DE CAUSA PRERRENAL",1
FIBRILACIÓN AURICULAR (NO CONOCIDA) CON RVM RÁPIDA AL INGRESO,1
HEMIPARESIA IZDA - ALT. COGNITIVAS,1
"DEMENCIA PERFIL VASCULAR , CON TTNO CONMPORTAMIENTO ( NEGATIVA PARA",1
FRACTURA ARCO COSTAL DCH,1
ANEMIA MICRO- HIPOCROMICA,1
FRACTURAS COSTALES 7º-8º Y 9º,1
IRA POR S. MARCESCENS,1
ACVA AGUDO 24-12-2016,1
ICTUS ISQUÉMICO SUBAGUDO PERFIL ATEROTROMBÓTICO.,1
INSUF. RENAL AGUDA LEVE CON HIPERPOTASEMIA LEVE.,1
ITU   COMPLICADA POR E. COLI,1
CALCIFILAXIS.,1
LUMBALGIA/ COXALGIA IZQ,1
ENFERMEDAR RENAL CRÓNICA G3A NO CONOCIDA,1
GONALGIA IZQUIERDA CRONICA,1
HEMATOMA INTRAPARENQUIMATOSO FRONTAL IZQUIERDO.,1
ESTREÑIMIENT. ENEMA EFECTIVO,1
AMPUTACION TRANSMETATARSIANA ATIPICA (23/09/2016),1
CAPSULITIS ADHESIVA HOMBRO IZDO - OPA A NIVEL DE ART. ACROMIOCLAVICULA,1
"ENFERMEDAD RENAL AL INGRESO, POSIBLEMENTE PRERRENAL, RESUELTA",1
CIRROSIS ENÓLICA CON HT PORTAL,1
ENFERMEDAD DE PARKINSON ESTADÍO IV DE H-Y,1
TCE CON PÉRDIDA DE CONSCIENCIA +FX COSTAL 5Tº IZD,1
ANEMIA  MACROCITICA LEVE PROB. SECUNDARIO A  FARMACOS,1
CA. DE SIGMA. METASTASIS HEPÁTICAS,1
AGUDIZACIÓN INFECCIOSA EPOC,1
ICTUS ISQUEMICO VERTEBROBASILAR (18/01/2017),1
NEO DE PRÁNCREAS. METÁSTASIS PULMONARES Y HEPÁTICAS,1
INFECCIÓN RESPIRATORIA. NEUMONÍA??,1
ÚLCERA CRÓNICA EN GLÚTEO DERECHO,1
CANDIDIASIS BUCOFARINGEA Y ESOFAGICA,1
ACV ISQUEMICO HEMISFERIO CEREBRAL IZDO (26/02/2017),1
INSUFICIENCIA ARTERIAL SEVERA EN MMII.- ISQUEMIA,1
BICITOPENIA 2RIA CARBAMAZEPINA,1
HERPES ZOSTER EN MIEMBRO SUPERIOR DERECHO,1
DETETRIORO BASAL,1
INFECCIÓN RESPIRATORIA DE VÍAS ALTAS NO COMPLICADA.,1
LUMBALGIA - DISCOPATIA LUMBAR,1
INFECCION  URINARIA  POR E. COLI + E. FAECALIS,1
BACTERIEMIA POR K. PNEUMONIAE,1
ITU COMPLICADA NOSOCOMIAL (SAMR + E. FAECALIS),1
ICTERICIA A ESTUDIO,1
HEMORRÁGICA CON DISFAGIA CON SNG,1
UPP  IIIº ABSCESIFICADAS EN GLUTEO DRCH,1
LESIONES CARA EXTERNA MUÑÓN IZQUIERDO.,1
RECIDIVA TUMORAL DE CA DE VEJIGA,1
ADC PROSTATA GRADO IV,1
ASPIRACIÓN PULMONAR,1
HEMIANOPSIA HOMONIMA IZDA - ¿HEMINEGLIGENCIA?,1
FRACTURA COSTAL NO COMPLICADA,1
HERNIACIÓN DISCAL GLOBAL POSTERIOR LUMBAR.,1
CARDIOPATÍA ISQUÉMICA REVASCULARIZADA.,1
ÚLCERA DE MIEMBRO INFERIOR IZQUIERDO INFECTADA,1
BROTE ESCLERODERMIA,1
IRA MICROASPIRATIVA POR S,1
SINDROME MIELODISPLASICO EN TTO DE SOPORTE,1
VÉRTIGO SECUNDARIO,1
DERRAME PLEURAL IZDO RECIDIVANTE PROBABLEMENTE NEOPLÁSICO,1
BOCIO EUTIROIDEO,1
HERNIA DISCAL L4- L5 IZDA,1
NEO DE COLON-OCLUSION DE PROTESIS,1
"FRACTURAS DE 6,7 Y 8 ARCOS COSTALES",1
TRAUMATISMO TORACICO CON FRACTURAS COSTALES DCHS,1
NECROSIS DEDO PIE,1
FRACTURA LUMBAR AGUDA L2,1
COLECCIONES SUBDURALES FRONTOTEMPOROPARIETALES.,1
ITU EN PORTADOR SV POR E. COLI,1
BRONQUIECTASIAS .,1
MIELOMA MÚLTIPLE EN TRATAMIENTO PALIATIVO,1
CONTUSIÓN CERVICO-DORSAL,1
FRACTURAS 7-8-9 AIC DERECHO.,1
NEUMONIA .,1
HEMATURIA DE PROBABLE ORIGEN PROSTÁTICO,1
INSUFICIENCIA CARDIO-RENAL DESCOMPENSADA,1
PROBABLE RABDOLIOLISIS,1
ICTUS SIQUEMICO CON TRANSFORMACION HEMORRAGICA,1
CONTUSION RODILLA IZDA,1
"ITU MULTIRRESISTENTE, S.AUREUS SARM",1
PREVIAS DESCRITAS EN,1
"RETENCIÓN URINARIA, MALPOSICIÓN DE SONDA VESICAL.",1
HEMATOMA PARENQUIMATOSOS EN LOBULO TEMPORAL IZD Y HSA,1
SINDROME CONFUSIONAL VRS ALTERACIONES CONDUCTUALES,1
PEQUEÑO FOCO DE HSA,1
"EPOC AGUDIZADO, INFECCIÓN POR S. AUREUS METICILIN-RESISTENTE COMUNITAR",1
TRATAMIENTO POSTOPERATORIO,1
DOLOR EN HEMITORAX IZDO DE CARACTERISTICAS MECANICAS,1
COR ANEMICO. ICC DESCOMPENSADA,1
ITU COMPLICADA POR E. COLI BLEE POSITIVO + P. MIRABELIS EN PORTADOR,1
ACV HEMORRAGICO: HEMATOMA LOB. TEMPORAL IZDO (22/07/2017).,1
TH PULMONAR SEVERA,1
INFECCION DE ORINA (KLEBSIELLA BLEE),1
"ESTREÑIMIENTO CRÓNICO, ENLENTECIMIENTO TRÁNSITO INTESTINAL.",1
UPP  III EN GLUTEO,1
ITU NOSOCOMIAL( E. COLI BLEE POSITIVO),1
INSUFICIENCIA RESPIRATORIA CRÓNICA POR FIBROSIS PULMONAR.,1
FRACTURA METAFISARIA EPÍFISIS PROXIMAL DE TIBIA IZQ.,1
APLASTAMIENTOS CRONICOS L1- L3 - L4.,1
FRACTURAS VERTERBALES,1
NEUMONIA BACTEREMICA POR NEUMOCOCO,1
HEMATOMA EXTENSO EN CARA POSTERIOR DE PIERNA DRCH,1
OTITIS MEDIA POR P. STUARTII,1
INFECCION URINARIA  POR KLEBSIELLA OXYTOCA,1
ACV ISQUEMICO A.CEREBRAL ANTERIOR IZDA (08/08/2015).,1
ADENOCARCINOMA PULMONAR METASTÁSICO.,1
DIABETES MELLITUS 2º.,1
DISMOVILIDAD 3B JONES 2 (B:4) CAF 2/5 (B:C.L.S.A) COLVEZ BASAL 4,1
EPOC CON 02 DOMICILIARIO,1
UPP GRADO IV SOBREINFECTADA EN TALÓN IZQUIERDO,1
ESÓFAGO EN SACACORCHOS. INCOMPETENCIA CARDIAL.,1
SD. DE DESACONDICIONAMIENTO FISICO - CONTRACTURAS ARTICULARES,1
INFECCION RESPIRATORIA CON BRONCOESPASMO EN PACIENTE CON NEUMOPATIA CR,1
ADENOCARCINOMA GÁSTRICO.,1
S.APATICO,1
DIABETES MELLITUS CON MAL CONTROL ( HIPERGLUCEMIAS),1
FRACTURA DESPLAZADA CABEZA RADIAL CODO DERECHO,1
FRACTURA PELVIS IZQUIERDA,1
GONARTROSIS GRADO IV - GENU VARO,1
MICOSIS ORAL RECURRENTE,1
MAREO E INESTABILIDAD SECUNDARIO A ANEMIA NORMOCITICA,1
HEMATOMA TEMPORAL DCHO (05/10/2016) CRANEOTOMIA + EVACUACION,1
CERVICALGIA Y LUMBALGIA DE LARGA EVOLUCION,1
DEPRIVACION OPIOIDES,1
HEPATOMEGALIA METASTÁSICA. PROBABLE NEOPLASIA VESICAL,1
PEQUEÑO HEMATOMA INTRAPARENQUIMATOSO FRONTAL IZQUIERDO,1
DOLOR LUMBOINGUINAL DCHO EN ESTUDIO,1
CERVICO - BRAQUIALGIA EN PACIENTE CON HERNIA CERVICAL C6-C7,1
PROBABLE MENINGOENCEFALITIS HERPÉTICA.,1
FIBRILACION AURICULAR  CON RESPUESTA VENTRICULAR RAPIDA,1
"EPISODIO DEPRESIVO MAYOR, IDEACIÓN DELIRANTE.",1
ICTUS AGUDO  CARDIOEMBÓLICO,1
INSUFICIENCIA CARDIACA DESCOMPENSADA SECUNDARIA.,1
ITU POR E. COLI BLEE POSITIVO.,1
LEUCEMIA  MIELOMONOCITICA,1
FRACTURA SUBCAPITAL DE FÉMUR <IZQUEIRDO,1
PANCITOPENIA EN PROBABLE RELACIÓN CON SMD/LAM DEL ANCIANO,1
CARCINOMA EPIDERMOIDE DE PULMÓN ESTADIO IIIB,1
ITU NOSOCOMIAL : RESUELTA,1
FRACTURA ACUÑAMIENTO DORSAL,1
ESTENOSIS CAROTÍDEA BILATERAL (30%),1
LUMBOCIATICA IZDA AGUDA,1
PSEUDO- OCLUSIÓN INTESTINAL SECUNDARIA A ESTREÑIMIENTO PERTINAZ,1
ICTUS DE PERFIL ISQUEMICO LACUNAR TERRIRORIO VERTEBRO BASILAR,1
AFLOJAMIENTO ASÉPTICO PTC DERECHA.,1
HEPATITIS MEDICAMENTOSA PROBABLE ( A TTO CON AUGMENTINE),1
LINFOMA B DIFUSO EN REMISIÓN COMPLETA ESTADIO III.,1
NEOPLASIA GÁSTRICA (PENDIENTE RESULTADO HISTOLÓGICO).,1
ULCERA SACRO E ISQUIÓN III GRADO,1
INSUFICIENCIA RESPIRATORIA AGUDA MODERADA,1
FA NO CONOCIDA ( 1º EKG: 112 ),1
MASA PULMONAR NO FILIADA,1
HERNIA DISCAL L5- S1 - EXTRUSA - COMPRIME RAIZ S1.,1
EPOC BRONQUÍTICO DESCOMPENSADO,1
EPOC BRONQUÍTICO AGUDIZADOR FRECUENTE AGUDIZADO,1
RECUPERACIÓN FUNCIONAL ICTUS ISQUÉMICO ATEROTROMBÓTICO ACM IZQUIERDA.,1
FRACASO RENAL AGUDO DE ORIGEN PRERRENAL SEVERO,1
ICTUS ISQUÉMICO EXTENSO EN TERRITORIO DE ACMD.,1
DM TIPO II DESCOMPENSADA POR CORTICOIDES,1
MALESTAR GENERAL INESPECÍFICO. NO SE OBJETIVA PATOLOGÍA AGUDA.,1
HIPONATREMIA PROBABLE SIHAD,1
I. CARDIACA DERECHA CON FA RÁPIDA,1
NEUMONÍA BASAL DRCHA NOSOCOMIAL,1
DIARREA SECUNDARIA A ANTIBIÓTICOS,1
BASAL: JONES: 4. COLVEZ 4. CAF: COMUNITARIA LIMITADA CON BASTÓN.,1
DE********** MODERADA DE PERFIL MIXTO,1
IC. DERRAME PLEURAL IZQUIERDO,1
COLELITIASIS GIGANTE,1
DOLOR TORACICO DE CARACTERISTICAS MECÁNICAS,1
ACV ISQUEMICO A. CEREBRAL MEDIA IZDA (10/05/2017),1
POST QUIRÚRGICO RAFIA ROTURA HEMIDIAFRAGMA DERECHO,1
ITU POR P AERUGINOSA + K. OXYTOCA,1
FRACTURA METATARSIANOS PIE IZQ.,1
FRACTURA CRANEAL CON HEMATOMA SUBDURAL MINUMO,1
I. RENAL EN HEMODIÁLISIS,1
SANGRADO VAGINA PERSISTENTE,1
BRONQUITIS AGUDA. HIPERREACTIVIDAD BRONQUIAL,1
EPIGASTRALGIA SECUNDARIA A FERROTERAPIA ORAL,1
RETENCIÓN AGUDA DE ORINA COLOCACION DE  SV: RESUELTA,1
CA DE PULMÓN CON METÁSTASIS PULMONARES,1
UPP IIº EN GLUTEO,1
"FAC EN TTO CON SINTROM, A SU INGRESO INR INFRATERAPEÚTICOS",1
PORTADOR DE MARCAPASOS POR BLOQUEO AV,1
ARTROPLASTIA DE CADERA DERECHA CON PTC.,1
ITU COMPLICADAS RECURRENTES,1
POST QUIRÚRGICO PRÓTESIS CADERA IZQUIERDA,1
"PNEUMATOSIS INTESTINAL, RESUELTA (TTO CONSERVADOR).",1
"NEUMONÍA LSD, CON DERRAME METANEUMÓNICO",1
DISMOVILIDAD 4AB. JONES 1 (B:3-4). CAF: 2-/5 (B:C.L.C.B). COLVEZ 2.,1
LUMBOCIATALGIA IZQ A ESTUDIO,1
OSTEARTROSIS GENERALIZADA CON MAL CONTROL DEL DOLOR,1
NEUMONÍA  EN  BASE PULMONAR DRCHA ORIGEN ASPIRATIVO,1
ROTURA TENDÓN SUPRAESPINOSO HOMBRO IZQUIERDO,1
SD. FEBRIL SECUNDARIO A,1
FRACTURAS COSTALES MULTIPLES AMBAS PARRILLAS.,1
DECÚBITO PROLONGADO TRAS CAÍDA ACCIDENTAL,1
DM MAL CONTROLADA. LOS PREVIOS.,1
"FRACTURA CÓNDILO FEMORAL DERECHO, INTERVENCIÓN 10/3/17.",1
I RESPIRATORIA GLOBAL CRÓNICA,1
NEOPLASIA RIÑÓN DERECHO,1
CANCER DE PROSTATA ??,1
TRASTORNO DEPRESIVO VASCULAR,1
INSUFICIENCIA RESPIRATORIA - FRACTURAS COSTALES,1
EOSINOFILIA,1
ICTUS ISQUÉMICO DE ORIGEN CARDIOEMBÓLICO EN TERRITORIO ACM IZQUIERDA,1
"SIT. BASAL: COLVEZ: 2, CAF: C.L.CON 2 BAST. SIMPLES. JONES: 4",1
ÚLCERAS CUTÁNEAS INFECTADAS,1
DEMENCIA MIXTA GDS 5 (VASCULAR + SECUNDARIA) SIN ALTERACIÓN CONDUCTUAL,1
OSTEOMIELITIS ISQUION.,1
GLIOGLASTOMA FRONTAL PROBABLE,1
ULCERAS VACULITICAS MID,1
FRACTURA FALANGE PROXIMAL 1º Y 3º DEDOS PIE DERECHO.,1
ENEFERMEDAD REANL CRÓNICA MODERADA/SEVERA,1
FRACTURA VERTEBRAL C2,1
LESION LINGUAL,1
"MONOARTRITIS RODILLA IZQUIERDA, RESUELTA.",1
DIABETEES MELLITUS DESCOMPENSADA,1
HEMIPARESIA DECHA DE PREDOMINIO BRAQUIAL,1
ÚLCERA POR DECÚBITO SACRA DE LARGA EVOLUCIÓN.,1
EPISODIO DE ICC .,1
INSUFICIENCIA RENAL AGUDA  CAUSA PRERRENAL,1
INFECCION RESIRATORIA AGUDA ( BRONCO ASPIRATIVA ) + ITU,1
RETENCIÓN AGUDA URINARIA 2ª HIPERTROFIA BENIGNA PROSTÁTICA,1
DEMENCIA PROB ENF DE ALZHEIMER GRADO  MODERADO C/ TTNOS PSCD,1
TVP FEMORO-POPLITEA DERECHA.,1
FRACTURA DE PERONE DERECHO,1
FRACTURA DE PRIMERA FALANGE DEL QUINTO DEDO DE MANO DERECHA,1
HERIDA COMPLEJA DE PIERNA IZQUIERDA,1
DISMOVILIDAD 4B. JONES 1(B:4) CAF: 0/5. (B: COMUNIT). COLVEZ: 4.,1
AMPUTACION INFRARATULIANA DE MID,1
HERPES  ZOSTER TORACICO NO COMPLICADO,1
FISTULA PERIANAL,1
FRACTURA DE CUBITO DESPLAZADA,1
EPOC - AGUDIZADO,1
FRACTURA COSTAL  5Tº ARCO DRCHO,1
"LESIÓN MEDULAR, PARAPLEGIA SECUNDARIA TRAS INTENTO AUTOLÍTICO.",1
FUNGEMIA ASOCIADA A CATÉTER POR CANDIDA ALBICANS.,1
DEMENCIA PERFIL VASCULAR MODERADA-SEVERA CON ALT CONDUCTUAL,1
FRACTURA AGUDA D12,1
FALLO CARDÍACO. I. SISTÓLICA,1
NEUMONÍA POR ASPIRACIÓN BILATERAL,1
ATEROMATOSIS CAROTÍDEA (NO ESTENOSIS SIGNIFICATIVA).,1
HIPERCALCEMIA SINTOMATICA DE  CAUSA INESPECIFICA,1
HIDROCEFALIA CON DVP FUNCIONAL,1
DEMENCIA GDS- 5,1
INFECCIÓN NASAL POR MARSA,1
HERNIA DISCAL LUMBAR LUMBAR,1
ESPONDILOLISTESIS L4-L5.,1
RIGIDEZ RODILLA DCHA TRAS EPISODIO DE ARTRITIS SEPTICA,1
NEUMONIA  IZQUIERDA,1
UPP GLÚTEO IZQUIERDO.,1
FRACTURA RADIOCUBITAL DISTAL - REDUCIDA,1
FRACTURA VERTEBRAL D10 AGUDA,1
ITU COMPLICADA POR E. COLI + ENTEROCO EN PORTADOR DE SV,1
LESIONES ISQUEMICAS CRONICAS DE PEQUEÑO VASO,1
INFECCIÓN DE TRACTO URINARIO NO COMPLICADA.,1
NEO PROSTATA,1
NEUMONÍA ASPIRATIVA BILATERAL,1
CAIDA ESQUIANDO,1
"OMALGIA DERECHA, PROBABLE ARTRITIS INESPECÍFICA.",1
ACV ISQUEMICO AGUDO EN TERRITORIO DE ACM IZD C/ TRANSFORMACIÓN,1
ISQUEMIA CRÓNICA MMII. TEA ILIOFEMORAL DERECHA,1
HERNIA  INGUINAL IZQUIERDA NO COMPLICADA,1
RETENCION AGUDA DE ORINA 2ª A INFECCION,1
SORDERA BILATERAL SEVERA,1
INFECCIÓN PULMONAR ASPIRATIVA,1
SOBREANTICOAGULACIÓN POR XARELTO,1
HEMORRAGIA DIGESTIVA ALTA.,1
INFECCION RESPIRATORIA AGUDA GRAVE,1
DOLOR TORÁCICO ATÍPICO CON ALTERCIONES ECG MANTENIDAS,1
ECZEMA DE CONTACTO,1
ITU POR K. PNEUMONIAE BLEE Y CÁNDIDAS,1
ACV ISQUÉMICO EN A. CEREBRAL MEDIA IZQUIERDA,1
HIPERURICEMIA. ARTRITIS GOTOSA (AMBOS PIES).,1
HIP 2º A TCE,1
ANEMIA MODERADA FERROPENICA,1
CONTUSION HOMBRO IZQ.,1
ADC PRÓSTATA MT,1
FRACTURA BASE 4º MC IZQUIERDO,1
FRACTURA ACUÑAMIENTO MAYOR DEL 50%,1
HEMORRAGIA DIGESTIVA BAJA POLIPECTOMIA.,1
HIPERPARATIROIDISMO 1º PROBABLE,1
DEMENCIA SEVERA MIXTA (VASCULAR Y DEGENERATIVA). GDS- 7C,1
PATRÓN INTESTINAL ANÓMALO,1
?,1
SEPSIS SECUNDARIA A PATOLOGÍA RESPIRATORIA,1
